"","team_id","team_name"
"984",2911,"William Jewell"
"985",2790,"Albion"
"986",2372,"Marymoun"
"987",2903,"SW Adventist"
"988",554,"Maine-Ft Kent"
"989",450,"Wheelock College"
"990",3242,"Columbia Int"
"991",2295,"Iowa Wesleyan"
"992",184,"Rochester"
"993",126,"Kalamazoo"
"994",3075,"Selma"
"995",2568,"Southern Ark."
"996",2645,"Thomas College"
"997",3247,"Dalton State"
"998",3248,"Open Bible"
"999",2557,"Coast Guard"
"1000",3249,"St. Katherine"
"1001",190,"Defiance"
"1002",72,"Elmhurst"
"1003",95026,"Wilmington University"
"1004",3238,"SW Christian Univ"
"1005",2844,"Wayne St (NE)"
"1006",361,"Philadelphia"
"1007",3240,"Clearwater Christian"
"1008",86661,"St. Catherine (Mn)"
"1009",2073,"Bluefield St"
"1010",94822,"TX Perm Basin"
"1011",2418,"Mount Olive"
"1012",2108,"Catholic DC"
"1013",3090,"Randall"
"1014",405,"Baptist Bible"
"1015",2776,"Salve Regina"
"1016",3245,"Tru-Mc"
"1017",3243,"Bob Jones"
"1018",191,"Heidelberg"
"1019",2849,"Westminster PA"
"1020",2402,"Missouri S&T"
"1021",2204,"Eckerd"
"1022",107738,"Crossroads"
"1023",2676,"Virginia Union"
"1024",3244,"Florida Coll"
"1025",2399,"Minn-Morris"
"1026",620,"Taylor"
"1027",469,"Chestnut Hill"
"1028",3250,"Northwest Ohio"
"1029",2189,"Earlham"
"1030",2626,"Tampa"
"1031",2677,"Viterbo Univ."
"1032",3239,"Johnson (TN)"
"1033",2746,"Wittenberg"
"1034",427,"Ohio Northern"
"1035",108862,"Sarah Lawrence"
"1036",108782,"Bristol Univ."
"1037",488,"Baker"
"1038",2488,"Paine"
"1039",108820,"Alfred State"
"1040",2424,"NM Highlands"
"1041",2519,"Rhodes"
"1042",2979,"St Rose"
"1043",7639,"Thomas (GA)"
"1044",2395,"Midwest"
"1045",424,"Capital (OH)"
"1046",2462,"Northland"
"1047",2564,"Simpson"
"1048",3067,"Goshen"
"1049",2074,"Bluffton"
"1050",108808,"Penn St Beaver"
"1051",2963,"Case Western Reserve"
"1052",576,"Mount Vernon Nazaren"
"1053",108838,"Mitchell"
"1054",108799,"Cincy Clermont"
"1055",108789,"Morrisville"
"1056",109014,"Mid Georgia St"
"1057",108859,"Goldey-Beacom"
"1058",353,"Joh. & Wales RI"
"1059",108994,"PSU Mont Alto"
"1060",123,"St. Thomas Aquinas"
"1061",108842,"Emerson"
"1062",108874,"Harrisburg"
"1063",108807,"William Peace"
"1064",2861,"Clayton"
"1065",108854,"Hood"
"1066",2884,"Nichols"
"1067",2975,"Transylvania"
"1068",108798,"Ohio Midwestern"
"1069",108942,"Carolina Univ."
"1070",144,"Franklin Pierce"
"1071",108860,"Keystone"
"1072",2895,"Southern VT"
"1073",173,"Hartwick"
"1074",108858,"Coll of Faith"
"1075",2816,"McKendree"
"1076",108822,"Newbury"
"1077",2945,"Pfeiffer"
"1078",2044,"Aurora"
"1079",108818,"NYIT"
"1080",2487,"Pace"
"1081",2228,"Flagler"
"1082",109998,"York"
"1083",110031,"Benedictine AZ"
"1084",2075,"BowieSt"
"1085",109684,"Bryn Athyn"
"1086",109656,"Pine Manor"
"1087",109683,"Ryerson"
"1088",109636,"Summit"
"1089",109700,"Boyce"
"1090",109671,"Lourdes"
"1091",230,"Francis"
"1092",109661,"Multnomah"
"1093",2725,"Widener"
"1094",401,"University of Wiscon"
"1095",390,"UTICA"
"1096",402,"Worcester St"
"1097",2067,"BIOLA"
"1098",109597,"Antelope Valley"
"1099",109708,"Silver Lake"
"1100",2901,"Staten Island"
"1101",2171,"Denison"
"1102",49,"Dubuque"
"1103",417,"Gallaudet"
"1104",2192,"East Menn"
"1105",355,"SUNY Oneonta"
"1106",2512,"Queens NY"
"1107",2404,"Molloy"
"1108",2484,"Oregon Tech"
"1109",220,"Pitt-Bradford"
"1110",109658,"Rutgers-Newark"
"1111",109567,"Seton Hill"
"1112",2775,"Ottawa"
"1113",110413,"McGill"
"1114",110414,"UVF"
"1115",92,"Cabrini"
"1116",110411,"Dean"
"1117",341,"Frostburg St"
"1118",323,"Moravian"
"1119",2879,"Manhattanville"
"1120",110418,"West Coast Bapt"
"1121",137,"Mo Western"
"1122",2387,"Messiah"
"1123",200,"Southern Nazarene"
"1124",476,"Medaille College"
"1125",319,"Oklahoma Bapt"
"1126",3107,"East-West"
"1127",63,"Buena Vista"
"1128",7933,"Western NE"
"1129",110412,"Chatham"
"1130",237,"Union TN"
"1131",110426,"Nazareth"
"1132",2826,"Rocky Mo"
"1133",2403,"Missouri South St"
"1134",2120,"Cent Wash"
"1135",388,"Lebanon Valley"
"1136",210,"Millersv"
"1137",110436,"Oak Hills Chr."
"1138",110450,"Cal Tech"
"1139",110437,"MSOE"
"1140",562,"McPherson College"
"1141",212,"John Jay"
"1142",332,"Muskingum"
"1143",111175,"Nebraska Christ"
"1144",111174,"Lincoln "
"1145",2114,"Centenary (NJ)"
"1146",347,"Elmira"
"1147",111168,"Lawrence Tech"
"1148",2524,"Rockford"
"1149",2062,"Bethany (WV)"
"1150",111166,"Midway"
"1151",492,"Bethany (KS)"
"1152",2951,"SUNY Maritime"
"1153",2829,"Simon Fraser"
"1154",111162,"BARC"
"1155",111254,"Ottawa (AZ)"
"1156",111180,"Christendom"
"1157",111171,"New Rochelle"
"1158",111242,"Wheaton (MA)"
"1159",111179,"Georgian Court"
"1160",2865,"Evangel"
"1161",111170,"Franciscan"
"1162",86853,"York (PA)"
"1163",40,"Curry Co"
"1164",111176,"Calvary"
"1165",111199,"Penn St (Brand)"
"1166",267,"Lakeland"
"1167",111229,"Emb-Rid (AZ)"
"1168",111172,"Gordon"
"1169",2660,"UMass Boston"
"1170",2721,"Whitwort"
"1171",2740,"UW-Lacrosse"
"1172",2880,"MO Baptist"
"1173",2950,"Spring Arbor"
"1174",2566,"Skidmore"
"1175",111921,"CU-Harrodsburg"
"1176",2102,"Carnegie Mellon"
"1177",111995,"Purdue NW"
"1178",111912,"Keiser"
"1179",5345,"Benedictine"
"1180",2741,"WI Lutheran"
"1181",2224,"Findlay"
"1182",111914,"Wilson"
"1183",111910,"Westcliff"
"1184",2853,"Bellevue"
"1185",2744,"UW-Stout"
"1186",2246,"GA Coll"
"1187",2153,"Concordia TX"
"1188",111942,"PSU-Wilkes-Barr"
"1189",111926,"Regent"
"1190",111966,"OH-Chillicothe"
"1191",111950,"Stockton"
"1192",112006,"Governors State"
"1193",66786,"St Elizabeth"
"1194",2936,"Dominican (IL)"
"1195",111943,"Mt. Aloysius"
"1196",111948,"Elms "
"1197",2782,"SUNY Cortland"
"1198",111902,"Misericordia"
"1199",111922,"Welch"
"1200",2134,"Clarion"
"1201",7560,"SW KS"
"1202",111949,"DeSales"
"1203",111947,"SUNY Canton"
"1204",2380,"Medgar Evers"
"1205",111951,"SE Baptist"
"1206",111913,"Rivier"
"1207",2952,"Warner Pacific"
"1208",123306,"Lancaster Bible"
"1209",2059,"Benedict"
"1210",123391,"Yellowstone "
"1211",123366,"Calvin"
"1212",123313,"Carlow"
"1213",2672,"VA Wesleyan"
"1214",123410,"KS Christian"
"1215",112679,"SAGU AIC"
"1216",506,"Concordia (CA)"
"1217",214,"Point Park"
"1218",49865,"CSU-Pueblo"
"1219",226,"Rhode Island Coll"
"1220",112686,"UHSP St. Louis"
"1221",6304,"Keene State"
"1222",125330,"Spurgeon"
"1223",123312,"Baptist (MO)"
"1224",111226,"Emb-Rid (AZ)"
"1225",124947,"Converse"
"1226",121894,"North Central U"
"1227",2027,"Ark Baptist"
"1228",122634,"Bethel (IN)"
"1229",308,"Ashland"
"1230",3085,"NewEngla"
"1231",2121,"Centre C"
"1232",343,"MCLA"
"1233",374,"SJFish"
"1234",3103,"SUNY-Purchase"
"1235",5308,"Babson"
"1236",6319,NA
"1237",2693,"Webster"
"1238",124946,"Lincoln (CA)"
"1239",124942,"Mary Baldwin"
"1240",5901,"Elizabethtown"
"1241",124846,"Wells College"
"1242",18131,NA
"1243",2719,"Wheeling Jesuit"
"1244",124966,"NVU-Lyndon"
"1245",124721,"Life University"
"1246",2205,"Edinboro"
"1247",255,"Knox College"
"1248",112706,"Penn St - York"
"1249",103563,"Warner"
"1250",124809,"Miami-Hamilton"
"1251",2980,"Ohio Wesleyan"
"1252",287,"Maine-Farmington"
"1253",124950,"PSU-Alleghany"
"1254",112694,"West Colorado"
"1255",589,"Okla Christian"
"1256",2373,"Maryville TN"
"1257",2152,"Concordia (MN)"
"1258",2245,"Georgetown (KY)"
"1259",181,"SUNY-New Paltz"
"1260",2517,"Regis College"
"1261",2904,"SW Asm of God"
"1262",123350,"Park U Gilbert"
"1263",53,"Fla Tech"
"1264",502,"Calumet"
"1265",3107,"EASTWEST"
"1266",3136,"Academy Art"
"1267",2648,"Toccoa Fal"
"1268",117,"St Mary Md"
"1269",126750,"North American"
"1270",2281,"Huston Til"
"1271",126824,"SMWC"
"1272",3244,"Fla Coll"
"1273",109671,"LOURDES"
"1274",2477,"Ohio Dom"
"1275",6371,"Lane"
"1276",3158,"OLLU"
"1277",398,"Wilkes"
"1278",12758,"Georgia SW"
"1279",66786,"Elizabeth"
"1280",3096,"S Diego Christ"
"1281",2380,"MEDGAREVR"
"1282",461,"Gwyn-Mrcy"
"1283",3077,"KY Christian"
"1284",3103,"Purchase"
"1285",3087,"Old Westbury"
"1286",2758,"Hwrd Payne"
"1287",2419,"Mt St Jsph"
"1288",111947,"SUNYCANTON"
"1289",2981,"Wm Baptist"
"1290",2591,"St. Ambrose"
"1291",2562,"Siena Hgts"
"1292",2299,"Jarv Chrst"
"1293",108806,"Mid-Atlantic"
"1294",3218,"NW Indian"
"1295",3166,"Arlington Bpt"
"1296",2167,"Davis Elk"
"1297",2249,"Glenville"
"1298",2019,"Allen"
"1299",3168,"Crwlys Rdg"
"1300",380,"Anderson SC"
"1301",2345,"Cal State LA"
"1302",2986,"Fairmnt St"
"1303",3141,"N New Mex"
"1304",73,"Illinois Tech"
"1305",2684,"Warren Wil"
"1306",2689,"Wash Md"
"1307",2375,"Masters U"
"1308",109636,"Clarks Summit"
"1309",2081,"Bryan (TN)"
"1310",3250,"NW Ohio"
"1311",2246,"GA College"
"1312",255,"Knox"
"1313",2410,"Montreat"
"1314",101,"Eureka"
"1315",109597,"ANTELOPE"
"1316",224,"Westmnster"
"1317",3238,"SW Christian"
"1318",2862,"Col Christian"
"1319",2853,"Bellevue Univ"
"1320",108942,"Carolina"
"1321",606,"St Thomas (FL)"
"1322",2371,"M Hrdn-Blr"
"1323",2206,"Ed Waters"
"1324",565,"Mid Luthrn"
"1325",573,"Mount Marty"
"1326",121894,"North Central"
"1327",2877,"Lind Wilsn"
"1328",2494,"PhilanderSmith"
"1329",2602,"St Joe ME"
"1330",2093,"Cal East Bay"
"1331",3080,"Waldorf"
"1332",3169,"Jwales"
"1333",2822,"N Greenvl"
"1334",2606,"Saint Martin's"
"1335",2913,"Brevard"
"1336",3239,"Johnson"
"1337",3085,"New England"
"1338",2614,"Saint Vincent"
"1339",2849,"Wstmnstrpa"
"1340",126890,"Maine-Augusta"
"1341",2339,"Lincoln (PA)"
"1342",2023,"ANDERSON IN"
"1343",2639,"Texas Luth"
"1344",123313,"CARLOW"
"1345",2701,"W Montana"
"1346",2703,"W New Mex"
"1347",2652,"Trinity Il"
"1348",554,"ME Ft Kent"
"1349",3229,"Vulynchbrg"
"1350",374,"Sj Fisher"
"1351",109014,"MGAST"
"1352",2985,"Concordia MI"
"1353",112,"Tufts"
"1354",509,"Crown"
"1355",2800,"Alma"
"1356",3134,"Champ Christian"
"1357",2937,"Dall Christian"
"1358",2027,"Ark Bapt"
"1359",2465,"Northwest"
"1360",3242,"Columbia Inter"
"1361",126751,"Northern Vermo"
"1362",2383,"Merch Marn"
"1363",100,"Loyola LA"
"1364",127162,"Ozark Chrstn"
"1365",111254,"OTTAWAAZ"
"1366",3097,"JohnsonFL"
"1367",3196,"St. Joe's LI"
"1368",126956,"Framingham St"
"1369",35,"Colby-Sawyer"
"1370",2730,"Will Carey"
"1371",3189,"Coastalga"
"1372",2486,"Pacif. Lutheran"
"1373",2381,"Menlo Coll"
"1374",126796,"D'Youville"
"1375",569,"Monstnor"
"1376",2744,"Wi Stout"
"1377",2573,"So-New Orleans"
"1378",3245,"Truett-McConnel"
"1379",2221,"FDU Florhm"
"1380",2013,"Albany St"
"1381",2418,"Mt Olive"
"1382",2902,"Frdonia St"
"1383",212,"John Jay Col"
"1384",2951,"SUNY-Maritime"
"1385",319,"Okla Bapt"
"1386",3249,"St Katherine"
"1387",2269,"Hawaii Pac"
"1388",108842,"EMERSON"
"1389",538,"Houghton"
"1390",2288,"Indiana-SB"
"1391",263,"Loras"
"1392",3117,"Carver"
"1393",2952,"Warner Pac"
"1394",329,"Mtvincent"
"1395",175,"Ithaca"
"1396",407,"Arcadia"
"1397",440,"Albertus"
"1398",3185,"Ucmerced"
"1399",2866,"Evergreen"
"1400",455,"Wv Weslyan"
"1401",3078,"Wil Jessup"
"1402",2834,"Sul Ross State"
"1403",2292,"Indnapolis"
"1404",2810,"Hardin-Sim"
"1405",571,"Morris"
"1406",2327,"Lees-McRae"
"1407",14632,"MCDANIEL"
"1408",534,"Har-Stowe"
"1409",126822,"Grace Christia"
"1410",386,"Trinity Tx"
"1411",2358,"Lyon"
"1412",2610,"St Mary Tx"
"1413",3079,"Cent Baptist"
"1414",2595,"St. Francis IL"
"1415",494,"Bluemtn"
"1416",422,"Neumann"
"1417",353,"Johnson Wales"
"1418",107730,"Fla Natl"
"1419",2672,"Va Wesleyn"
"1420",111921,"Camp-Harrod"
"1421",111902,"MISERCORD"
"1422",2588,"SW Univ TX"
"1423",343,"MA Col LA"
"1424",2442,"Col Of Nj"
"1425",2301,"John Brown"
"1426",112694,"W COLORADO"
"1427",3152,"Wallawalla"
"1428",124950,"Penn Alleghany"
"1429",533,"Hannibal"
"1430",126910,"Penn St-NK"
"1431",3126,"Mid Am Chr"
"1432",126848,"SUNY Delhi"
"1433",126826,"Mississippi Un"
"1434",106,"Clark (MA)"
"1435",2632,"Tenn Wesl"
"1436",112706,"Penn St-York"
"1437",126749,"St. Thomas (TX)"
"1438",188,"Bald Wall"
"1439",2888,"Ouachita"
"1440",126954,"Clinton Colleg"
"1441",2508,"Puget Snd"
"1442",500,"Cal Maritime"
"1443",2177,"U of DC"
"1444",126821,"Pit Greensburg"
"1445",2947,"Rochester (MI)"
"1446",2333,"Lew & Clrk"
"1447",2235,"Fresno Pac"
"1448",22,"San Fran State"
"1449",2424,"Nmexhighl"
"1450",2401,"Miss Coll"
"1451",2113,"Centenary (LA)"
"1452",200,"SNAZARENE"
"1453",542,"Ill-Springfld"
"1454",126794,"UNT Dallas"
"1455",395,"Augustine"
"1456",2742,"Uw-Parksde"
"1457",126972,"Miami (Oh) - M"
"1458",126955,"Cazenovia Coll"
"1459",5426,"BRANDEIS"
"1460",131,"Wayne State MI"
"1461",2861,"Clayton State"
"1462",548,"La Grange"
"1463",289,"Mt. St. Mary NY"
"1464",2409,"Montevallo"
"1465",2732,"Wilmington (DE)"
"1466",2645,"Thomas"
"1467",2357,"Lynn"
"1468",587,"ND Ohio"
"1469",330,"Va State"
"1470",2213,"Emry & Hnr"
"1471",524,"Fisher"
"1472",110414,"Valley Forge"
"1473",3088,"Indiana Nw"
"1474",3245,"Truetmccon"
"1475",128256,"Bible Studies"
"1476",111910,"WESTCLIFF"
"1477",2104,"Carroll MT"
"1478",229,"Coker"
"1479",2312,"King Coll"
"1480",128438,"Cleary U"
"1481",2001,"Adams St"
"1482",2201,"E New Mex"
"1483",2927,"Sw Ok St"
"1484",111948,"Elms College"
"1485",2625,"Talladega"
"1486",2232,"Ft Vly St"
"1487",2808,"DE Valley"
"1488",126910,"Penn State-NK"
"1489",2723,"Uw-Riv Fls"
"1490",2645,"THMAS"
"1491",2092,"CS D Hills"
"1492",3249,"St Kath"
"1493",3092,"Davenport"
"1494",112698,"CENTRALCHR"
"1495",2896,"S Virginia"
"1496",2639,"Texas Lutheran"
"1497",124950,"Penn Allegheny"
"1498",49865,"Col St Pueblo"
"1499",112679,"SAGUAIC"
"1500",3155,"Trinity (FL)"
"1501",129,"Saginaw"
"1502",561,"Mayvlle St"
"1503",511,"Cumberland (KY)"
"1504",2062,"Bethany WV"
"1505",128657,"Sterling (KS)"
"1506",2048,"AVILA"
"1507",619,"Tabor"
"1508",2075,"Bowie State"
"1509",110436,"OAKHILLCHR"
"1510",2085,"Buffalo St"
"1511",3157,"AR-Fort Smith"
"1512",2887,"NW Nzarene"
"1513",128327,"Felician"
"1514",2207,"Elizabeth"
"1515",148,"Mont Tech"
"1516",3243,"Bobjones"
"1517",122634,"BETHEL (IN)"
"1518",2061,"Berea"
"1519",109670,"LIFEPACIFC"
"1520",2141,"Coe"
"1521",551,"VT-Lyndon"
"1522",2071,"Bloomsburg"
"1523",7298,"SD Tech"
"1524",182,"SUNY Potsdam"
"1525",128550,"New College FL"
"1526",128501,"Stanton"
"1527",112686,"UHSP"
"1528",285,"Lake Superior"
"1529",128326,"Car Christian"
"1530",2826,"Rocky Mnt"
"1531",2893,"Shawnee State"
"1532",2098,"Campbelsvl"
"1533",3154,"U Southwest"
"1534",3066,"Conc.-St. Paul"
"1535",2500,"Point Loma Nz"
"1536",128585,"Navajo Tech"
"1537",109998,"YORKCOLNEB"
"1538",81,"Sprngfield"
"1539",108854,"HOOD"
"1540",128342,"Notre Dame MD"
"1541",111170,"FRANCISCAN"
"1542",128344,"Penn State-Sch"
"1543",67,"Luther"
"1544",628,"Valley City"
"1545",355,"SUNYONENTA"
"1546",226,"RI College"
"1547",2909,"Westfield St"
"1548",128531,"Rob. Wesleyan"
"1549",111912,"KEISER"
"1550",2267,"Haw-Hilo"
"1551",594,"Pac Union"
"1552",2587,"SW Minn State"
"1553",3242,"Colum Intl"
"1554",66779,"Bard"
"1555",121894,"NORTHCENMN"
"1556",2192,"E Menonite"
"1557",128218,"Friends"
"1558",111942,"PSWILKES"
"1559",3238,"SW Christi"
"1560",603,"Saintmary"
"1561",177,"Platts St"
"1562",3086,"UT Tyler"
"1563",128343,"Andrews Univer"
"1564",402,"Worcest St"
"1565",111180,"CHRIS"
"1566",2129,"Cheyney (PA)"
"1567",513,"Dakota Wesleyan"
"1568",2919,"Monmouthil"
"1569",108789,"MRSVL"
"1570",108859,"GOLDY"
"1571",111199,"PSU Brandywine"
"1572",40,"Curry"
"1573",110031,"BENMESA"
"1574",3170,"St Thomas (TX)"
"1575",2706,"Wv Tech"
"1576",3247,"Dalton St"
"1577",506,"Concordia CA"
"1578",2316,"KY Wesleyn"
"1579",124721,"Life Univ"
"1580",2805,"Clark Atl"
"1581",2688,"Wash and Lee"
"1582",2170,"Delta St"
"1583",2660,"UMass-Bstn"
"1584",111913,"RIVIER"
"1585",123362,"FTLAUD"
"1586",108806,"Mid Atl Chrstn"
"1587",130195,"Penn State-She"
"1588",50024,"Wash Adventist"
"1589",3229,"VA Lynchburg"
"1590",340,"Bowdoin"
"1591",128344,"PSU Schuylkill"
"1592",35,"Colby Sawyer"
"1593",2202,"Eastern Oregon"
"1594",123286,"TAMU Texarkana"
"1595",110031,"B'tine Mesa"
"1596",130174,"Texas A&M-SA"
"1597",111948,"Elms"
"1598",3107,"East West"
"1599",3242,"Columbia Int'l"
"1600",128438,"Cleary"
"1601",128256,"Biblical Stud"
"1602",3238,"SW Christian U"
"1603",433,"Westminster MO"
"1604",2879,"Manhatnvll"
"1605",2077,"Brewton Parker"
"1606",3141,"Northern NM"
"1607",130201,"Nobel"
"1608",3077,"KCU"
"1609",130241,"Spartanburg Me"
"1610",3166,"Arlington Bapt"
"1611",130198,"PSU Scranton"
"1612",3071,"N Central (IL)"
"1613",123362,"Ft Lauderdale"
"1614",2842,"UVA Wise"
"1615",124946,"Lincoln U (CA)"
"1616",130197,"PSU Fayette"
"1617",7298,"SD Mines"
"1618",2642,"Tx Weslyan"
"1619",2573,"Southern NO"
"1620",2123,"Chadron St"
"1621",2876,"Lincoln (MO)"
"1622",2632,"TN Wesleyan"
"1623",108942,"Carolina U"
"1624",3245,"Truett McCnnll"
"1625",455,"WV Wesleyan"
"1626",3134,"Champ Chrstn"
"1627",3158,"Lady of Lake"
"1628",126824,"St Mary's"
"1629",123306,"Lncstr Bible"
"1630",205,"Pacific Or"
"1631",2703,"Western NM"
"1632",109014,"Middle GA St."
"1633",109684,"BRYN ATHYN"
"1634",3239,"Johnson Univ"
"1635",2744,"UW Stout"
"1636",511,"Cmbrlnd KY"
"1637",477,"Lesley"
"1638",495,"Bluefield"
"1639",130401,"Columbia (SC)"
"1640",2145,"UC Col Springs"
"1641",148,"Montana Tech"
"1642",2888,"Ouachita Bapt"
"1643",420,"Holy Family"
"1644",478,"PSU Altoona"
"1645",126751,"VTSU Johnson"
"1646",2781,"SUNY-Brockport"
"1647",130190,"Lehman"
"1648",3196,"St Joseph's LI"
"1649",122196,"York (NY)"
"1650",2940,"Livingstone"
"1651",5345,"Benedictne"
"1652",513,"Dkta Wesleyan"
"1653",368,"Pur-Calmet"
"1654",2207,"Elizabeth City"
"1655",546,"Judson"
"1656",124851,"Marian"
"1657",177,"Plattsburgh"
"1658",2658,"TAMU Kingsvlle"
"1659",111942,"Wilkes-Barre"
"1660",111226,"Embry Rid (AZ)"
"1661",130183,"Justice"
"1662",2401,"Miss College"
"1663",2689,"Wash Coll (MD)"
"1664",2465,"Northwest U"
"1665",3174,"Trinity Co Jax"
"1666",2503,"PR-Mayaguez"
"1667",130189,"Vermont State"
"1668",2772,"Minn Crook"
"1669",130199,"Endicott"
"1670",128336,"John Melvin"
"1671",2516,"Rand Macon"
"1672",111943,"MT ALOY"
"1673",111176,"CALV MO"
"1674",2040,"AU Montgomery"
"1675",424,"Capital"
"1676",2899,"St Mary's (MN)"
"1677",2832,"St Norbert"
"1678",107730,"FL National"
"1679",2548,"Seattle Pac"
"1680",3081,"UTPermianBasin"
"1681",3106,"Corban"
"1682",461,"Gwynedd Mercy"
"1683",144,"Frank Pierce"
"1684",2177,"Dist Columbia"
"1685",289,"Mt Saint Mary"
"1686",2584,"Sthrn Oregon"
"1687",2403,"MO So St"
"1688",355,"SUNY-Oneonta"
"1689",18131,"SUNY Poly"
"1690",126826,"Miss for Women"
"1691",130196,"Manor"
"1692",2505,"PRATT"
"1693",6760,"Missouri S&T"
"1694",123410,"Kansas Chrstn"
"1695",2902,"Fredonia St"
"1696",112679,"Nelson"
"1697",3189,"Coastal GA"
"1698",124809,"Miami Hamilton"
"1699",2980,"Ohio Weslyan"
"1700",112694,"W Colorado"
"1701",630,"Wayland"
"1702",2905,"UT Dallas"
"1703",2749,"WPI"
"1704",103524,"Holy Cross Col"
"1705",2932,"Point"
"1706",188,"Baldwin Wall"
"1707",554,"ME Fort Kent"
"1708",3078,"Jessup"
"1709",121894,"N Central"
"1710",2267,"Hawai'i Hilo"
"1711",2939,"Jamestown"
"1712",109998,"York (NE)"
"1713",533,"Han LaGrange"
"1714",2175,"Dicknsn PA"
"1715",16231,"Old Westbury"
"1716",112706,"PSU York"
"1717",130262,"IU Columbus"
"1718",-2,"TBD"
"1719",131761,"Bryant Str OH"
"1720",108820,"Alfred St"
"1721",3183,"PSU Abington"
"1722",2281,"Huston Till"
"1723",562,"McPherson"
"1724",131584,"Principia"
"1725",132013,"Baptist (Fl)"
"1726",2841,"Union (KY)"
"1727",2706,"WVU Tech"
"1728",2981,"Wilms Baptist"
"1729",170,"City (NY)"
"1730",2944,"PSU Behrend"
"1731",608,"Sci & Arts OK"
"1732",117,"St Mary's (MD)"
"1733",2161,"Cumberland"
"1734",126954,"Clinton"
"1735",131642,"PSU Hazleton"
"1736",354,"Olivet"
"1737",126972,"Miami Mid'town"
"1738",2615,"Saint Xavier"
"1739",612,"Simpson (CA)"
"1740",2600,"St John's (MN)"
"1741",2854,"Bloomfield"
"1742",131858,"SalishKootenai"
"1743",2605,"Saint Leo"
"1744",2957,"Dominican CA"
"1745",510,"Culver Stock"
"1746",3138,"IU East"
"1747",374,"St John Fisher"
"1748",131603,"Bryant Str-Alb"
"1749",5426,"Brandeis"
"1750",131632,"Mnhttn Chrstn"
"1751",110418,"West Coast"
"1752",268,"Lawrence"
"1753",2518,"Regis U"
"1754",2395,"MD West St"
"1755",2880,"Missouri Bapt"
"1756",2299,"Jarvis Chrstn"
"1757",330,"Virginia St"
"1758",2845,"Waynesburg"
"1759",2936,"Dominican IL"
"1760",2551,"Shaw"
"1761",131638,"Paul Smith's"
"1762",596,"Peru State"
"1763",2131,"Christian Bros"
"1764",2196,"Eastern"
"1765",178,"RIT"
"1766",2304,"Johnson C Smth"
"1767",375,"Scholastic"
"1768",2211,"Emmanuel (MA)"
"1769",3173,"Pensacola Chrs"
"1770",2891,"Ripon"
"1771",2823,"NW Okla St"
"1772",126910,"PSU New Kens"
"1773",2938,"Hunting AL"
"1774",2732,"WILMNGTNDE"
"1775",112686,"SLCP"
"1776",2058,"Belmont Abbey"
"1777",6183,"Humboldt"
"1778",2857,"Caldwell"
"1779",2990,"St Joseph BKN"
"1780",110450,"Caltech"
"1781",425,"Northrn St"
"1782",2568,"S Arkansas"
"1783",589,"OK Christian"
"1784",3156,"SUNY Coble"
"1785",108799,"CINCYCLER"
"1786",3149,"Farmingdale St"
"1787",3169,"J&W (NC)"
