
"UC Santa Barbara",106.04841649742,105.95459768789,0.50254455595787,6–5,6,11,55.6,47,27.5,28.5,18.8,16.6,29.1,26.4,66.4,54.7,47.7,37.9,30.6,8.3,7.6,52.2,44,44.4,38.8,66.4,,,,2025,,,,-3.5444033355678,74.4,73.3
"Arkansas Pine Bluff",100.62858312662,126.29452249085,0.068333573821653,1–10,1,11,50.9,61.2,25.9,37.1,23,14.3,23.2,41.9,73.9,55.5,66.5,29.5,36.9,5.2,8.1,46.6,65.4,41.3,48,74.4,,,,2025,,,,-5.8420025067921,66.5,70.6
Toledo,108.24085401274,112.12408137735,0.40002920615075,5–6,5,11,49.2,55.4,31.9,25.3,14.2,15.7,26.6,32.1,70.5,49.2,57.5,32.8,34.7,7.1,8.7,45.6,46.6,29.9,38.9,71.8,,,,2025,,,,-2.5515033639943,70.7,70.1
Indiana,112.56434944864,97.364767816728,0.84133532635474,10–3,10,13,53.9,47.8,36.5,26.5,18.2,17.3,33.3,28.5,70.6,57.8,47.9,30.6,31.7,11.2,6.2,58.4,55.3,32.2,38.6,70.8,,,,2025,,,,0.24544938427109,72.7,68.4
Louisiana,102.37902525573,110.44373853309,0.29484240106197,2–10,2,12,47.4,53.7,28.6,43.7,17.6,18.4,25.4,36.4,66.9,46.3,54.6,32.7,34.6,8.5,10.8,50.4,45.3,40.5,34.4,68.5,,,,2025,,,,-7.194126757696,69.8,72.3
"Central Michigan",101.17469706322,103.68061236496,0.43011938383214,2–6,2,8,46.5,53.8,31.4,36.2,21.9,16.7,29.8,28.6,69.7,49,55.8,28.6,34.3,8.4,9.9,54.6,60.6,41.8,45.9,71,,,,2025,,,,-2.4183209310704,70.4,72
Brown,103.26168424121,105.67782489717,0.43389428563433,7–5,7,12,51.3,48,28.1,28,18.3,16.3,31.7,32.3,66.2,52,47.9,33.6,32.2,13.2,12.6,54.5,42.7,42.6,32.9,65.8,,,,2025,,,,-2.6408565703028,65.3,72.3
"Wright St.",109.58485444072,110.65334950622,0.47213232045135,5–8,5,13,56.2,53.5,26.1,31.2,16.4,14.3,21.8,27,68,55.4,53,38.3,36.3,8.4,8.4,49.6,52.6,38.4,36.2,68,,,,2025,,,,-5.5092694988598,71.9,68.3
"UC Irvine",101.9358126592,93.244434962248,0.73591972588476,10–2,10,12,50.6,46.3,34,19.8,19.7,17.8,28.5,23.1,69.4,50.9,43.9,33.3,33.6,8.8,7.4,59.5,51.9,31.3,36.8,70.2,,,,2025,,,,0.65601329599306,82.9,70.6
Montana,106.8032,108.98266666667,0.44218203635989,4–6,4,10,51.4,53.5,34.7,35.8,18.7,14.7,24.6,31.1,70.1,56,55.5,29.8,33.3,8.6,10.5,48.4,49.7,40.3,36.3,69.9,,,,2025,,,,-2.2286878628547,73.7,76.4
UAB,113.05546342069,112.14972325611,0.52310925253471,6–7,6,13,50.9,50.5,33.5,31.2,15,16.1,39,29.2,71.1,51.4,48.8,33.1,35.6,9.3,8.3,50.6,46.6,31.1,37.2,71.2,,,,2025,,,,-5.1964000288847,74.8,79.6
Tulane,102.78359387462,104.24888326089,0.45939285582042,5–7,5,12,48.9,47.3,34.7,36.4,15.7,18.8,28.1,28.8,69.2,48.5,46,32.9,32.7,16,10,58.1,63.2,42.3,43.9,69.1,,,,2025,,,,-5.3486922909499,76.1,75.7
FIU,95.110121212121,102.53453030303,0.29642324359447,4–7,4,11,47.9,49.9,37.7,39.2,17.7,21,28.9,30.1,70.8,48.9,53,30.4,30,13.2,8,50.9,58.9,30.1,38.1,70.9,,,,2025,,,,-5.8981060801144,69.1,71.3
BYU,116.83182695961,95.987416460212,0.90550636513046,10–2,10,12,57.5,48.2,28.1,27.7,16.6,19.6,37.6,18.6,68.9,60.2,46.2,36.4,33.7,13,5.7,58.4,54.3,48.6,46.3,69.1,,,,2025,,,,-0.14256754260668,69.5,71.6
"Illinois Chicago",106.94898333333,107.10416666667,0.49583148554882,6–4,6,10,50.2,51.9,34.8,34.9,20.5,15.3,35.2,27,70,49.9,50.5,33.8,36.4,8.3,11.3,56.5,54.5,39.2,34.4,70.5,,,,2025,,,,-1.8303222603262,73.1,66.5
Xavier,114.29039277423,101.48165864965,0.79688547754933,9–5,9,14,55.4,48.3,38.9,31.6,16.5,17.2,28.6,25.5,69.5,51.9,45.6,40.6,35.8,8,13.1,65,56.4,38.8,32.8,69.7,,,,2025,,,,-1.1969150531425,78.1,71.7
Charlotte,105.82733594485,113.5457995244,0.30798207375277,6–7,6,13,47.7,52.2,50.6,37.3,14.1,14,27.2,31.2,66.5,50.4,56.2,28.7,30,6.1,9.4,51.3,47.8,36.9,35.6,67.1,,,,2025,,,,-5.1818464222657,75.4,66.4
Canisius,100.75642996344,121.87726459548,0.10078363902966,0–13,0,13,48.2,57.4,20.5,32.8,18.9,14.1,19.7,34.8,65.6,47.1,60,33,35.9,6.9,10.7,48.8,57.9,43.2,41.9,66.2,,,,2025,,,,-9.5430971960477,81.4,74.5
"Wake Forest",102.43781349491,96.020860785375,0.67785686029857,10–4,10,14,48.5,45.4,34,28.5,18.2,21.4,28.4,31.7,68.3,53.3,44.6,27.7,30.9,14.2,5.2,49.9,55.3,40.8,45.2,67.8,,,,2025,,,,0.63012135401789,73.4,77.9
"Florida Atlantic",113.11927777778,106.739625,0.66096087606128,6–6,6,12,54.5,52.1,36.5,31.6,15.9,18.9,25.6,30.2,72.9,55.1,47,35.8,39.7,10.1,8.8,57.8,56.5,40.6,40.6,72.6,,,,2025,,,,-2.6978601269416,71.2,73.9
Northeastern,103.03081336185,103.55649519562,0.48537269984585,8–5,8,13,52.4,48.2,29.9,31.2,19.7,16.8,29.3,28.5,68.9,53.7,47.7,33.2,32.7,11.7,10.8,52.6,49.5,32.6,36,69.9,,,,2025,,,,-3.2540973729319,67,66.4
"Robert Morris",96.677458940635,103.32892178582,0.31752355763663,8–5,8,13,46.3,51.2,38,33.7,19.3,19.4,32.6,24.4,70.9,47.9,50.7,29,34.7,11.7,9.6,54.5,48.7,36.9,35.6,70.4,,,,2025,,,,-3.1120040379242,72.8,74.5
Seattle,108.20469082128,106.87102819929,0.5355953041265,3–9,3,12,48,56.9,46.6,35.3,18.4,17.7,30.2,23.6,68.8,45.2,59.2,34.9,35.6,6.4,8.8,49.6,55.4,39.7,40.4,67.9,,,,2025,,,,-5.5755847710113,75.2,69.3
Villanova,121.99293214009,109.97748877539,0.76717096398348,8–5,8,13,58.1,51.1,27.6,32.1,16.3,16.3,36.6,28.3,64,55.9,48.1,40.6,36.9,8,7.1,48.4,58.8,45.1,42,64.5,,,,2025,,,,-2.1076512612543,80,68.9
Howard,105.01903979652,114.10501228188,0.27803262743193,3–8,3,11,51.6,55.9,28.9,36.7,20.7,16.2,26.2,30.8,69,49,59.8,37.6,33.8,3.6,9.3,57.1,47.7,34.8,43.2,69.3,,,,2025,,,,-5.0197581603012,75.7,75.8
"Utah St.",115.26448753564,97.776791627733,0.86901010268805,12–1,12,13,53.9,49.8,38.4,28.7,17.9,22.2,37.1,28.6,69.2,57.8,52.3,31.9,31,10.1,10,62.5,58.3,39.4,43.9,71.2,,,,2025,,,,2.457092535974,75.4,68.3
