
"UC Santa Barbara",111.850162662,107.69487544831,0.60715491411125,16–5,16,21,55.4,50.4,34.8,27.4,15.3,17.5,23.6,27,64.5,55.9,49.6,36.1,34.7,6.3,4.7,52.9,48.7,29.5,30.3,65,,,,2023,,,,-1.5329728155136,74,80.2
"Arkansas Pine Bluff",93.769592959366,106.59318124774,0.18632668367173,6–12,6,18,47,49.3,41.2,42.1,21,22.1,27.4,28.3,70.7,45.8,48.7,32.3,33.6,6.9,10.5,56.2,55.9,46.4,33.3,70.1,,,,2023,,,,-10.966363067514,74.6,70
"Portland St.",101.39184109192,107.85426076668,0.32947402747199,6–11,6,17,51,56.2,32.7,41,15.8,20.4,22.6,28.8,71.3,50.5,56.3,34.6,37.2,10.2,5.3,50.1,53.4,35,31.3,72.1,,,,2023,,,,-8.4667264240819,70.6,72.4
Indiana,114.16285977669,97.447714035209,0.8606339854388,12–8,12,20,51.9,48.1,29.7,33.2,16.6,13.7,27.5,29.4,66.5,50.7,46.6,37.5,33.7,12.2,7.5,51.9,47.3,22.1,38.1,67.8,,,,2023,,,,2.4901713188883,72.4,71.5
Louisiana,113.83685826927,100.822142238,0.80157957778602,16–3,16,19,53.8,49.7,41.9,36.6,17.4,17.3,34.9,24.9,67.3,53,48.8,37.2,34.4,6,7.9,48.9,39.4,30.3,29.1,68.2,,,,2023,,,,0.77277241114986,66.7,67.9
"Central Michigan",90.114538548649,109.0134102898,0.10069935363165,5–13,5,18,46.7,52.7,44,42,24.1,17.8,31,32.3,67.4,46.7,50.3,31.1,37.5,11.7,7.5,46.7,49.1,38.5,41.1,66.2,,,,2023,,,,-9.982947694843,67.6,69.7
Brown,103.76193873303,102.66888673038,0.53040898040357,7–7,7,14,51.7,52.8,30,28.4,17.8,18.8,21.9,26.4,71.9,50.2,51.2,36,36.9,9.3,6.9,49.6,43.1,38.2,37.4,71.2,,,,2023,,,,-3.9989989213517,70.8,68.5
"Wright St.",104.8224706668,106.55633537359,0.45297315836933,11–8,11,19,54.7,48.8,26.7,29,16.9,15.9,27.5,28.2,71.7,55.1,50.4,36,30.8,8,6.5,46.3,38,29.9,37.4,71.4,,,,2023,,,,-5.9752296963086,76.1,65.7
"UC Irvine",106.73523779658,99.250529934837,0.69764258478823,15–6,15,21,53.2,45.3,28.8,35.8,17.3,17.9,26,27.5,68.7,52.1,43.6,37.1,32.3,5.4,7.1,53.8,49.7,32.3,35,69.8,,,,2023,,,,-2.4886544667947,75,74.2
Montana,106.95381609462,106.65623506004,0.50800966841304,10–7,10,17,54.6,51.6,26.2,30.4,17.2,16,24.5,25,62.9,52.2,51.7,38.9,34.2,5.9,6.9,50.6,44.2,39.4,34.4,63.7,,,,2023,,,,-4.3146375065202,80.2,78.5
UAB,112.27293015433,98.029067533868,0.82638069008211,13–7,13,20,50.2,48.9,34.2,30.2,16.9,18.3,34.5,27.8,68.8,47.7,48.2,36.9,33.3,10.4,9.2,45.9,48,32.2,38.2,69.8,,,,2023,,,,-0.74595200046483,71.8,75.3
Tulane,110.20683654827,102.19911327279,0.70422798489867,13–6,13,19,53.1,51.3,36.6,29.8,16,18.3,18.9,31.3,74.6,53,49.7,35.5,35.5,12,11.4,57.3,63.1,38.3,43.4,74.3,,,,2023,,,,1.070687934336,75.7,67.8
FIU,104.80475987414,104.53210246519,0.50748871332816,8–11,8,19,52.1,51.4,29.8,32.9,19.4,22.4,25.4,38.8,68.7,52.1,50.9,34.6,34.9,11.3,10.1,44.3,53.5,35.7,38.4,69.1,,,,2023,,,,-6.2159063819714,76.3,73.6
BYU,110.58624852058,98.519966358614,0.79062053796204,7–10,7,17,53.2,50.8,32,37.4,17.8,18.2,29.9,26.3,69.4,53.7,51.8,34.9,32.9,9.3,7.1,50.2,49.1,35.6,37.7,68.4,,,,2023,,,,-3.5588699522888,74,73.4
"Illinois Chicago",98.184594161127,109.79342828593,0.2166764536495,3–14,3,17,49.3,53.4,31.2,35.1,17.6,18.3,22.9,27.7,68.6,48.1,51.8,34,37.4,12.2,10.8,58.5,59.4,43.6,35.4,69,,,,2023,,,,-10.799620751596,64.1,73.5
Xavier,119.86429637973,99.067881232272,0.89947293639074,13–6,13,19,54.6,50.8,27.5,25.5,16.4,14.8,32.9,25,69.8,52.8,49.9,38.9,34.9,5.8,10.1,59.8,53.2,31.9,35,69.5,,,,2023,,,,3.0117669953795,70.3,77.4
Charlotte,106.76720700372,102.48895459914,0.61545515159565,7–11,7,18,53.8,51.6,22.9,25.9,17.2,15.9,21.3,23.5,60.4,52.3,53.3,37.3,32.5,6.2,10,49.1,38.7,41.8,36.7,60.4,,,,2023,,,,-5.9323284549303,74.6,74.7
Canisius,101.11716793493,107.18643204766,0.33842247419463,8–10,8,18,50.1,51.4,26.5,25.9,16.8,18.7,25.5,29.1,66,49.6,50.8,33.9,34.9,7.2,5.5,55.1,48.4,38.5,34.2,67.4,,,,2023,,,,-8.0910103257483,75.9,68.8
"Wake Forest",114.00349700789,102.75923893437,0.76748498475778,9–10,9,19,55.1,52.4,31.1,25.4,15.9,15.7,23.4,28,69.9,55,50.7,36.8,37.1,7.3,13.7,52.4,45.4,48.2,35.2,70,,,,2023,,,,-2.8515141543248,73.8,73.6
"Florida Atlantic",114.21037592307,96.72658842195,0.87110551891491,19–2,19,21,55,47.1,32.1,26.4,16.5,17.8,30.1,24.4,68.6,54.4,44.9,37.1,34,6.8,7.6,49.7,32.4,45.2,35.7,68.7,,,,2023,,,,3.3217738571115,73.9,77.3
Northeastern,97.597503673064,109.57431717987,0.20897124914395,5–12,5,17,48.4,51.8,29.5,31.5,21.6,13.8,31.6,25.4,66.4,46.8,50,34.2,37.4,9.9,6.7,52.5,47,35.9,30,67,,,,2023,,,,-8.7991337933626,72.8,73.5
"Robert Morris",98.140549866573,104.5362039781,0.3260670664219,9–9,9,18,50,50.3,27.8,33.6,19.3,18.8,31.4,27.3,66.5,52.5,48.2,30.8,36.4,12,8.1,56.3,43.1,39,32.8,66.1,,,,2023,,,,-6.9917851333455,78,73.6
Seattle,98.402766010491,98.373210355284,0.50086364632943,10–8,10,18,45.4,48.7,31.7,29.3,16.2,18.2,27.7,27.9,69.8,45.2,47.9,30.5,33.5,8.2,9.5,46.4,53.6,43.2,33.1,69.2,,,,2023,,,,-3.5805929123199,74.2,70.2
Villanova,112.12725609279,98.521223292984,0.8157280230729,10–9,10,19,51.8,50.6,30,30.2,15.6,16.8,21.7,24.3,65.2,52.3,51.5,34.2,32.8,5.1,12,44.5,59.1,46.8,39.1,64.3,,,,2023,,,,-0.36431072889629,80.6,80.4
