
"UC Santa Barbara",99.031166666667,101.54744444444,0.42835831793689,4–5,4,9,49.8,51.4,47.8,37.6,21.9,18.6,28.8,28.9,68.1,45.1,53.2,38.8,32.5,5.5,10.2,65,56.3,35.9,41.6,68.3,,,,2010,,,,-2.4799407970052,66.4,68.8
"Arkansas Pine Bluff",97.318049901832,102.05883437235,0.36656135922882,0–11,0,11,44.2,54.9,35.2,51.3,25.3,16.6,35.5,26.1,68,42.9,53,32.4,38.9,7.5,10.7,47.7,58.7,23.3,35.3,68.3,,,,2010,,,,-4.5794840625473,69.5,70.5
"Portland St.",111.75131836684,115.90249583024,0.39665018278371,4–7,4,11,56.5,57.7,27.2,32.9,19.5,17.7,28.5,40.6,69.4,52,56,42.7,41.3,7.3,7.6,47.2,57.7,37.3,28.4,68.6,,,,2010,,,,-3.3344284546427,73.7,72.6
Indiana,102.42250426877,96.862653152965,0.65516993800109,7–6,7,13,49.7,45.4,45.7,41.3,21.4,23.8,34.8,35,72.8,47.5,43.6,37.4,33,10.9,12.4,58.5,54.9,26.5,30.5,72.5,,,,2010,,,,-3.2131564904337,66.1,67.2
Louisiana,99.204353242247,107.14727091475,0.29198619204251,3–8,3,11,49.9,49.2,35.7,51.7,20.5,20.5,29.4,39.1,68.6,50.5,47.1,32.5,36,11,6.4,49.1,53.6,33.8,29.9,69.2,,,,2010,,,,-5.426364825492,67.9,70.1
"Central Michigan",95.362829824704,100.29697776958,0.3589010999437,4–7,4,11,46.3,48,33.8,56.8,25.9,25,37.8,31.3,65.7,41.8,44.2,36.6,36.7,5.6,9.7,46,52.8,34.9,34.4,65.7,,,,2010,,,,-3.9883216240072,65.8,72.6
Brown,100.92122084021,111.5096317558,0.24097095749165,3–8,3,11,52.5,49.6,32.7,24.9,22,14,24.9,37.9,68.6,50.3,49.8,37.6,32.7,8.3,14.8,57.7,52.1,36.6,30.5,67.8,,,,2010,,,,-4.6645429566068,65.6,72
"Wright St.",107.20606478399,92.563888923826,0.84406862974432,9–5,9,14,53,49.1,37,44.6,20.2,27.2,32.1,31.4,65,49.7,46.6,38.8,36.1,6.8,10.2,58.4,50.7,38.9,33,65.8,,,,2010,,,,-1.8930033756567,76.8,69.2
"UC Irvine",96.499733730347,101.88296685954,0.34881047631577,4–6,4,10,47.3,51.1,30.6,41.4,17.8,20.6,28.9,32.6,68.1,45.9,48.6,33.9,38.4,6.6,8.3,53.1,49.4,29.1,27.8,66.8,,,,2010,,,,-4.0390936453396,71.2,70.2
Montana,101.04230713732,97.278372442386,0.60744147027483,8–5,8,13,53,47.3,32.6,36,20.1,21.3,28.9,31.4,62.4,51.1,43.1,37.5,38.3,7.1,6.5,50.8,45.1,36.5,29.3,62.2,,,,2010,,,,-2.6146321177036,71.5,65.4
UAB,107.03624869761,92.096052463437,0.84926627406907,11–2,11,13,50.2,43.8,41.4,29.9,19.5,21.4,38.5,29.1,65.1,50.4,43.7,33.2,29.3,9.6,8.1,50.3,52.2,31.2,31,66.5,,,,2010,,,,0.55824767911545,67.9,74.9
Tulane,99.142888888889,98.602555555556,0.51570656751831,5–7,5,12,48.3,49.5,36.3,33.7,20.5,24,30.6,38.1,64.6,43.6,49.6,38.1,33,10.2,9.9,58.6,53,34.1,29.5,65,,,,2010,,,,-4.6761070598394,72.9,64.7
FIU,95.624658498719,112.23716818423,0.13680192906266,3–12,3,15,44.3,56.7,30,36.6,19.4,22.1,30.1,34.3,69.4,47.2,55.4,25.6,39.2,5,12.6,50.4,63.7,32.4,37.3,69.5,,,,2010,,,,-8.417847573091,71.6,72.8
BYU,118.59362442887,91.637454214833,0.9509872641015,13–1,13,14,58.1,43.9,36.6,39.6,16.8,23.3,33.6,29.6,70.3,55.7,42.6,42,31.7,8.7,5.6,57.4,51.3,32.4,26.6,71.1,,,,2010,,,,1.9378295241486,78.9,67.2
"Illinois Chicago",91.45558881376,97.133987277727,0.33342487108163,4–8,4,12,41.4,47.8,32.3,35.7,20.1,23.2,29.4,37.1,67.3,42.1,47.3,26.7,32.5,6.2,10.2,44.2,54.3,33.4,35.4,69.3,,,,2010,,,,-4.7904676342303,69.7,67.8
Xavier,111.33780935255,92.508123079586,0.89384510225732,8–4,8,12,53.3,44,43,33.4,17.4,18,32.4,29.9,69.4,49.2,41.5,41.8,33.2,11.4,10.3,50.8,57.9,30.9,30.5,70.5,,,,2010,,,,-0.099346765670032,68.2,63.1
Charlotte,109.9722360027,101.52999356145,0.71474601046055,10–2,10,12,50.1,44.8,41.3,26,18.5,16.3,38.6,34.5,69.9,52.1,43.2,31.1,31.9,11.8,8,53.8,51.5,37.6,33.4,68.8,,,,2010,,,,1.0040725205422,74.1,69.3
Canisius,95.074551282051,103.03944871795,0.283903275536,6–7,6,13,46,48.9,35.8,36.7,21.9,21.6,35.1,33,67.8,49.8,50.1,26.2,31,7.2,10.3,52.1,58.4,35.9,33.8,68.8,,,,2010,,,,-5.023194343875,68,63.9
"Wake Forest",104.56145777463,89.039092968594,0.86389729991107,10–2,10,12,49.7,40,41.3,39.4,21.3,20.8,39.3,30.1,71.9,49.7,41.8,33.1,24.5,15.2,8.1,47,46,22.6,35.7,72.1,,,,2010,,,,0.69657317301972,65.4,67.4
"Florida Atlantic",97.283643162118,102.38671032213,0.35710544360124,3–8,3,11,44.1,47.3,35,46.8,18.8,19,32.8,35.3,71.2,38.6,44,38.1,39,11.2,11.7,48.6,55.5,30,22.8,71.8,,,,2010,,,,-4.9410482903781,67.4,67.6
Northeastern,103.25477777778,96.715166666667,0.67970939630387,5–7,5,12,48.3,49.8,33.9,35.5,21.2,23,36.1,35.8,63.1,47.7,46.3,33.1,38.6,7.8,8,47.3,53.1,27.4,29.7,63,,,,2010,,,,-3.0775056733107,70.8,75.5
"Robert Morris",95.103668101864,102.36772314214,0.30017911581291,5–7,5,12,45.2,50.5,37.3,45.9,21,23.9,33.1,33.4,70.4,40.8,49.4,36.3,34.9,6.1,9.3,57.1,59.3,32.3,38.9,69.3,,,,2010,,,,-4.3472164494776,65.1,71.4
Seattle,99.662379599775,102.41190051083,0.42239032796015,6–8,6,14,47.9,52.7,46.4,52.6,21.6,22.9,34.6,30.7,80.4,46.7,52.9,34.5,34.7,5.6,9.1,43.7,55.2,24.9,26.3,81.2,,,,2010,,,,-4.8195697281093,64.9,74.1
Villanova,113.87464554245,93.425625833883,0.90688873057544,11–1,11,12,52,46,44.6,45.4,18.4,22.9,38.6,27.7,73.7,49.6,43.1,37.3,33.9,12.2,8.5,53.2,52.7,37.5,38.5,73.3,,,,2010,,,,1.9584367256298,75.9,67
Howard,84.19918761249,106.28924889275,0.064208506734578,1–12,1,13,39.2,54.5,42.4,34.4,22.6,19.8,30.4,34.1,66.4,40.4,52.9,24.1,39.1,4.6,14,44.2,56.2,29.3,26.7,67.6,,,,2010,,,,-9.1206715627964,59,65.2
"Utah St.",113.30496318127,96.883770659117,0.8582178154644,9–4,9,13,53.2,46.6,35.7,34,17.3,19.5,35.4,26.9,63.9,50.2,44.5,40.1,33.6,9.2,6.4,63.2,46.4,29.7,35.3,64,,,,2010,,,,-1.2460191064377,78,75.5
Marist,86.749260706356,108.09174154036,0.073814323664753,0–11,0,11,44.6,52.8,28,44.5,22.4,20.8,27.9,33.4,65.9,41.7,52.2,32.6,35.8,4.1,12.2,45.7,54.1,40.1,37.3,65.9,,,,2010,,,,-9.2710003089016,59.2,66.5
Toledo,90.486837438503,107.87038515329,0.11703126492146,2–10,2,12,48.1,51.6,29.3,34.9,23.2,14.6,27.8,29.7,66.1,45.2,51.5,35.9,34.6,6.1,8.4,52.7,62.4,33.3,31.4,66.9,,,,2010,,,,-6.9576210776962,63.6,67.2
Denver,111.21045238095,108.62114285714,0.56731885863413,10–4,10,14,61,51.1,51.6,61.3,18.9,20.6,16.9,33.4,62.7,59.2,48.6,42.4,40,9.6,9.4,68.7,40.9,41.3,21.6,61.6,,,,2010,,,,-1.9103001363633,71.5,68.5
"Cal St. Northridge",98.619409129782,106.5719083367,0.29072893591799,4–7,4,11,48,51.8,57.2,45.2,24.4,23.1,36.1,38.7,76.1,46.9,49.5,34,37.1,7,10,44.6,65.1,26.4,37.3,76.1,,,,2010,,,,-3.7331281849184,63.5,71.3
Maryland,105.32737028,95.039823157105,0.76529628846196,7–4,7,11,52.6,44.8,35.1,29,16.3,23.8,30.6,35.2,71.5,51.9,39.7,36.5,35.4,13.4,7,57.8,53.8,25.5,38.2,72.9,,,,2010,,,,-1.6012066809735,69.2,67.9
Rice,94.769041580842,97.698555122339,0.41335677322243,6–6,6,12,45,46.8,34.1,41.4,20.7,24.2,33.4,34.1,68.4,44,47.3,31.7,30.5,8.7,11.1,51.2,57.8,28.7,35.1,67.1,,,,2010,,,,-4.1723689154842,69.6,72.2
Rider,97.562656381041,100.96911452555,0.40259154909558,8–6,8,14,45.7,51.9,32.2,31.8,18.6,21.3,32,29.9,70.1,44.7,51.9,31.8,34.6,7.9,9.6,48.3,58.6,34.2,35.3,69.4,,,,2010,,,,-2.4864470463218,70.2,68.2
"Boston College",112.38429815564,100.04758221025,0.79202924890989,9–4,9,13,49.4,47.5,35,26,18.1,16.8,43.1,30.2,67.1,50.6,46.9,30.7,32.6,10.5,10,58.9,41.3,25.5,29.8,67.1,,,,2010,,,,-1.2024711126723,70,64.7
Arizona,101.8049454531,96.961850335125,0.63657340264649,6–7,6,13,48.9,48.6,43,31.4,20.4,18.7,27.8,33,68.9,47.4,49.5,34.7,31.1,7.2,9.8,51.3,46.8,31.5,31.9,69.2,,,,2010,,,,-2.2924939123764,71.7,69.6
"Penn St.",105.40281468782,98.92974189474,0.67455578914935,8–5,8,13,50.3,47.3,35.6,25.1,17.6,18.2,34,26,64.4,49,43.5,35,35.9,4.4,7.5,56.7,52.4,37.1,36.2,64.8,,,,2010,,,,-2.2649740972066,73.3,67.8
Hawaii,104.03484077235,106.95136828693,0.42117388039922,6–6,6,12,49.9,48.1,54.5,36.5,22.4,17,43.5,35.4,68.5,48.2,48.8,35.8,30.7,5.5,6.8,59.8,41.7,31.6,27.3,66.9,,,,2010,,,,-3.9476916856456,69.9,75.1
"San Diego",101.0670952381,98.761714285714,0.56595287557901,5–9,5,14,46.8,51.1,41.4,45.6,22.7,19.6,31.7,30.2,64.9,44.3,50.3,34,35.1,7.2,10.3,50.3,52.6,37.2,34.6,65.5,,,,2010,,,,-5.2333345641056,74.6,65.7
"UC Davis",95.31585,108.93116666667,0.17719319243607,2–8,2,10,48.8,58.8,41.3,48,23.9,25.8,30.2,33.3,71.4,48.6,56,32.8,42.5,7,9.3,59,62.7,34.3,35.6,71.1,,,,2010,,,,-6.29551053934,65.6,64.8
LSU,100.56887861662,99.226265153881,0.53856355626258,8–4,8,12,45.7,46,37.8,33.6,19.3,18.4,38.9,31.4,64.6,47.1,44,28.1,33.8,10.1,7.3,50,37.3,27.3,29.4,64.5,,,,2010,,,,-1.2723905914414,68.4,71.7
"St. Francis NY",87.422250025696,104.97645522349,0.10867551645792,3–8,3,11,44.8,51.2,30.8,34.8,23.4,23.2,32,34.4,67.1,43.4,51.4,31.5,33.8,10,11.9,55.1,68.9,36.3,34.3,67.5,,,,2010,,,,-5.7507974778062,60.2,69.1
"Fresno St.",101.45380769231,96.485846153846,0.6404651589816,6–7,6,13,52.4,46.3,37.8,36.4,22.8,22.6,29.7,33.8,66.9,51.4,40.5,36.1,37,13.4,9.4,64.3,61.9,39.9,38.1,66.8,,,,2010,,,,-4.4618907198197,67.1,65.1
UMKC,97.223878083888,106.44045266459,0.26085148996982,5–6,5,11,48.9,53.9,48.1,53.4,21.3,21.8,26.3,29.5,68.3,48.5,54.3,33.3,35.3,3.7,9.8,50,45.6,28.5,25,68.2,,,,2010,,,,-3.6412153620342,69,67.7
Baylor,111.54247100162,95.626595796061,0.85451686970979,9–1,9,10,54.1,43,38.3,31.3,20.3,20.2,39.5,29.3,67.1,53.1,36.7,37.5,35.3,19.8,5.3,54,59.6,33.7,38.4,66.3,,,,2010,,,,1.4492677530736,62.8,63.3
"Oral Roberts",97.389803267986,97.344950389926,0.50132438327217,6–7,6,13,47.3,48.7,36.2,30.3,22,18.2,31.7,31.5,67.8,48.9,47.3,29.3,34.6,7.5,5.7,51.5,54.3,31.1,31,67.1,,,,2010,,,,-3.159932284576,68.2,66.4
Ohio,97.171493007228,92.531137331926,0.63708167531088,7–4,7,11,45.4,44.3,40.6,38.2,18.5,24.2,33.4,31.7,72.1,43.4,46.8,32.5,25.9,8,11.1,58.3,54.8,36.9,32,72.8,,,,2010,,,,-1.9092088746184,75.7,71.3
Winthrop,85.151681351814,95.060485992184,0.21995799814012,3–7,3,10,39,50,34.3,42.1,20.2,25.2,31.4,32,68.1,39.4,48.9,25.2,34.6,8.5,10.4,42.4,62.1,23.8,36.7,67.6,,,,2010,,,,-4.2039855821895,63.5,67.6
"Northern Illinois",90.80716168381,98.150563838622,0.29022493255909,2–8,2,10,42,48.9,36,43.1,24.8,20.3,37.5,33.2,68.3,46.4,47.6,22.1,34.5,7,10.8,48.2,47.9,32.9,31.8,69.7,,,,2010,,,,-4.6442602972305,56.3,67.8
"Georgia Tech",108.15801493951,88.560134194345,0.90879267180649,10–2,10,12,53.1,40.6,36.3,28.8,22.5,24.2,39.1,31.2,72,52.6,40.5,36.1,27.2,15.2,7.2,55.4,58.8,28.6,39.1,71.3,,,,2010,,,,0.25120197767763,65,63.9
"Kent St.",104.735125,98.290333333333,0.6748824877902,7–5,7,12,45.8,52.8,39.1,38.1,16.9,24.5,31.8,32.1,67,45.5,50.5,31,38,7.3,8.7,51,59.2,30.6,35.8,69.5,,,,2010,,,,-1.0535815255373,67.3,71.5
"High Point",96.157128260421,110.29614752414,0.17113110852934,3–6,3,9,46.8,50.2,34,54.9,25.1,20.5,31.9,40.1,70.8,43.2,47.9,36.2,38.6,8.2,11.8,53.4,50.4,32.4,23.1,69.8,,,,2010,,,,-3.990320898579,73.7,72.3
"Weber St.",105.5829432573,103.73083172351,0.55070526461036,6–6,6,12,48.3,49.2,40.9,43.6,17.9,19.2,32.3,28.7,69.8,48.5,47.4,32,35.8,7.8,11.3,53.8,45.7,42.4,28.3,69.2,,,,2010,,,,-2.1610728620499,73.9,77.1
Maine,92.858553230293,103.1807183501,0.22932035084945,5–5,5,10,43.4,49.3,36.7,34.2,21.3,21.7,34.4,35.8,66.8,40,49,32.7,33.2,7,15.1,54.3,60.5,37.3,36.5,66.1,,,,2010,,,,-2.9549240161532,66.8,67.2
Radford,93.988792959882,96.529644688264,0.42390627094248,4–5,4,9,44.1,46.5,41.4,26.1,21.7,16.4,33.9,32.8,70.8,45.7,43.6,25.8,34.2,9.2,8,57.5,60.9,23.8,37.9,71.2,,,,2010,,,,-1.8114679166583,61.6,67.1
SMU,106.08107814168,106.69635889127,0.48337901477983,3–6,3,9,49.6,53.9,41.9,32.8,21.1,19.2,36.6,27.6,65.2,51.7,50.2,29.9,40.6,8.1,6.3,37.9,50.2,30.3,35,65.4,,,,2010,,,,-3.9819820305651,70.9,78.1
Richmond,102.05023201154,90.465022791078,0.79991633957664,10–4,10,14,49.4,43,33.3,36.3,18.8,24.2,28.9,36.3,66.7,49.8,41.7,32.4,30.4,12.2,9.9,54.5,50.9,33.1,33.8,64.4,,,,2010,,,,0.27662712180451,72,71.3
Providence,112.73319988517,102.7867113305,0.74311660333992,8–5,8,13,49.2,46.8,31.1,37.5,16.5,17.4,43.1,35.1,74.5,49.2,46.3,32.7,32,11.7,6.5,45.1,50.8,35.6,26.8,75.4,,,,2010,,,,-1.6252271195543,69.6,67.2
Louisville,112.64210384704,95.127976358277,0.87472665684874,10–3,10,13,52,46.7,37.9,38.7,19.3,24.9,42.9,33.8,71.5,54.5,45.2,32.1,32.8,10.9,4.8,59.6,52.7,38.4,36.7,70.6,,,,2010,,,,-0.92783519070026,68.5,67.5
Davidson,100.81307741651,96.577723127182,0.62094936680877,4–8,4,12,49.9,47.9,27.2,34.3,20,17,29.6,26.6,68.4,45.5,47.7,37.5,32.3,9.5,10.1,63.8,49,41.4,32,68.8,,,,2010,,,,-4.2316242667553,68.3,73.2
"Savannah St.",86.245308872224,102.56964056738,0.11988889458012,3–9,3,12,43,52.1,30.7,44.6,24,23.9,32.5,31.2,60.8,44,50.3,27.1,37.7,6.2,13.9,50.6,55.3,29.8,29.1,62.3,,,,2010,,,,-6.6262655601029,63.7,68.4
"North Florida",94.309087775686,98.60659792481,0.3746200377893,4–7,4,11,50.9,50.2,39.6,36.5,28.3,22.8,28.1,39.3,63.7,47.2,45.9,39.5,40.4,8.7,9,60.1,55.8,30.6,29.3,66,,,,2010,,,,-2.9566768095666,62.4,70.4
"Missouri St.",108.56566008551,93.936203354726,0.84084139234462,11–1,11,12,51.9,45.8,35.4,39.7,17.6,24.5,31,29.8,66.1,47.6,43.7,40.7,33.3,6.7,9.7,59.9,50,32.2,33.8,66.8,,,,2010,,,,0.88291290838053,73,65.4
Vanderbilt,108.58054512833,93.318745131839,0.85093069603557,8–3,8,11,54.6,46,43.2,32.3,21.1,20.6,33.2,35,72.2,56.4,43.4,33.8,34.7,11.9,9.3,47.4,46,31.5,30.1,71.4,,,,2010,,,,-0.040474544018032,67.6,61.8
"Washington St.",112.83149266861,103.194418699,0.73628111590552,9–3,9,12,54.4,49.1,51.8,32.4,20.5,21,39.3,34.2,67.4,52.1,47.1,40.3,34.8,12.2,6.1,57.2,51.4,26.9,39,68.6,,,,2010,,,,-0.80543239220643,74.6,69.2
Akron,102.36010588046,97.221116697972,0.64390524983106,9–3,9,12,52.4,47.4,36.3,46.4,21.7,23.6,36.5,29,68.5,50.5,44.7,37.2,35.9,9.5,4.6,55.6,50,36.3,30.4,68.3,,,,2010,,,,-1.1392326844433,61.5,70.5
"Bowling Green",94.741098191013,100.42243048768,0.33855649444301,5–5,5,10,46,50.4,33,34.8,20.7,20.4,34.5,32.3,64.9,46.2,46.7,30.2,37.3,9,9.6,54.5,61.6,25,39.9,65.1,,,,2010,,,,-2.4138571092475,56,63
