season,team_id,team_name,womens_team_tourney_flag
2025,245,Texas A&M,
2025,2641,Texas Tech,
2025,2653,Troy,
2025,28,UC San Diego,1
2025,26,UCLA,1
2025,41,UConn,1
2025,350,UNC Wilmington,
2025,328,Utah State,
2025,238,Vanderbilt,1
2025,2670,VCU,
2025,275,Wisconsin,
2025,2747,Wofford,
2025,2752,Xavier,
2025,43,Yale,
2026,2006,Akron,
2026,333,Alabama,1
2026,12,Arizona,
2026,8,Arkansas,
2026,252,BYU,
2026,2856,CA Baptist,1
2026,228,Clemson,1
2026,150,Duke,1
2026,57,Florida,
2026,231,Furman,
2026,61,Georgia,1
2026,2250,Gonzaga,1
2026,62,Hawai'i,
2026,2272,High Point,1
2026,2275,Hofstra,
2026,248,Houston,
2026,47,Howard,1
2026,70,Idaho,1
2026,356,Illinois,1
2026,2294,Iowa,1
2026,66,Iowa State,1
2026,2305,Kansas,
2026,338,Kennesaw St,
2026,96,Kentucky,1
2026,2329,Lehigh,
2026,112358,Long Island,
2026,97,Louisville,1
2026,2377,McNeese,
2026,2390,Miami,
2026,193,Miami OH,1
2026,130,Michigan,1
2026,127,Michigan St,1
2026,142,Missouri,
2026,2449,N Dakota St,
2026,152,NC State,1
2026,158,Nebraska,1
2026,153,North Carolina,1
2026,2460,Northern Iowa,
2026,194,Ohio State,1
2026,219,Penn,
2026,2504,Prairie View,
2026,2509,Purdue,
2026,2511,Queens,
2026,139,Saint Louis,
2026,2608,Saint Mary's,
2026,2541,Santa Clara,
2026,2561,Siena,
2026,2567,SMU,
2026,58,South Florida,
2026,2599,St John's,
2026,2628,TCU,1
2026,2633,Tennessee,1
2026,2634,Tennessee St,
2026,251,Texas,1
2026,245,Texas A&M,
2026,2641,Texas Tech,1
2026,2653,Troy,
2026,2116,UCF,
2026,26,UCLA,1
2026,41,UConn,1
2026,2378,UMBC,
2026,328,Utah State,
2026,238,Vanderbilt,1
2026,2670,VCU,
2026,222,Villanova,1
2026,258,Virginia,1
2026,275,Wisconsin,
2026,2750,Wright St,
