"","season","game_date","home_id","home_short_display_name","home_winner","away_id","away_short_display_name","away_winner"
"245",2011,2011-03-17,252,"BYU",TRUE,2747,"Wofford",FALSE
"246",2011,2011-03-17,57,"Florida",TRUE,2540,"UCSB",FALSE
"247",2011,2011-03-17,21,"San Diego St",TRUE,2458,"N Colorado",FALSE
"248",2011,2011-03-17,238,"Vanderbilt",FALSE,257,"Richmond",TRUE
"249",2011,2011-03-17,221,"Pitt",TRUE,2427,"UNC Asheville",FALSE
"250",2011,2011-03-17,96,"Kentucky",TRUE,163,"Princeton",FALSE
"251",2011,2011-03-17,218,"Temple",TRUE,213,"Penn State",FALSE
"252",2011,2011-03-17,97,"Louisville",FALSE,2413,"Morehead St",TRUE
"253",2011,2011-03-17,2086,"Butler",TRUE,295,"Old Dominion",FALSE
"254",2011,2011-03-17,277,"West Virginia",TRUE,228,"Clemson",FALSE
"255",2011,2011-03-16,30,"USC",FALSE,2670,"VCU",TRUE
"256",2011,2011-03-16,2011,"Alabama St",FALSE,2636,"UTSA",TRUE
"257",2011,2011-03-15,5,"UAB",FALSE,228,"Clemson",TRUE
"258",2011,2011-03-15,2031,"Little Rock",FALSE,2427,"UNC Asheville",TRUE
"259",2012,2012-04-02,96,"Kentucky",TRUE,2305,"Kansas",FALSE
"260",2012,2012-03-31,2305,"Kansas",TRUE,194,"Ohio State",FALSE
"261",2012,2012-03-31,96,"Kentucky",TRUE,97,"Louisville",FALSE
"262",2012,2012-03-25,153,"North Carolina",FALSE,2305,"Kansas",TRUE
"263",2012,2012-03-25,96,"Kentucky",TRUE,239,"Baylor",FALSE
"264",2012,2012-03-24,183,"Syracuse",FALSE,194,"Ohio State",TRUE
"265",2012,2012-03-24,97,"Louisville",TRUE,57,"Florida",FALSE
"266",2012,2012-03-23,2305,"Kansas",TRUE,152,"NC State",FALSE
"267",2012,2012-03-23,96,"Kentucky",TRUE,84,"Indiana",FALSE
"268",2012,2012-03-23,153,"North Carolina",TRUE,195,"Ohio",FALSE
"269",2012,2012-03-23,239,"Baylor",TRUE,2752,"Xavier",FALSE
"270",2012,2012-03-22,269,"Marquette",FALSE,57,"Florida",TRUE
"271",2012,2012-03-22,194,"Ohio State",TRUE,2132,"Cincinnati",FALSE
"272",2012,2012-03-22,127,"Michigan St",FALSE,97,"Louisville",TRUE
"273",2012,2012-03-22,183,"Syracuse",TRUE,275,"Wisconsin",FALSE
"274",2012,2012-03-18,52,"Florida St",FALSE,2132,"Cincinnati",TRUE
"275",2012,2012-03-18,2305,"Kansas",TRUE,2509,"Purdue",FALSE
"276",2012,2012-03-18,2752,"Xavier",TRUE,2329,"Lehigh",FALSE
"277",2012,2012-03-18,58,"South Florida",FALSE,195,"Ohio",TRUE
"278",2012,2012-03-18,57,"Florida",TRUE,2450,"Norfolk St",FALSE
"279",2012,2012-03-18,153,"North Carolina",TRUE,156,"Creighton",FALSE
"280",2012,2012-03-18,127,"Michigan St",TRUE,139,"Saint Louis",FALSE
"281",2012,2012-03-18,46,"Georgetown",FALSE,152,"NC State",TRUE
"282",2012,2012-03-17,97,"Louisville",TRUE,167,"New Mexico",FALSE
"283",2012,2012-03-17,239,"Baylor",TRUE,38,"Colorado",FALSE
"284",2012,2012-03-17,96,"Kentucky",TRUE,66,"Iowa State",FALSE
"285",2012,2012-03-17,84,"Indiana",TRUE,2670,"VCU",FALSE
"286",2012,2012-03-17,275,"Wisconsin",TRUE,238,"Vanderbilt",FALSE
"287",2012,2012-03-17,269,"Marquette",TRUE,93,"Murray St",FALSE
"288",2012,2012-03-17,194,"Ohio State",TRUE,2250,"Gonzaga",FALSE
"289",2012,2012-03-17,183,"Syracuse",TRUE,2306,"Kansas St",FALSE
"290",2012,2012-03-16,2305,"Kansas",TRUE,2174,"Detroit Mercy",FALSE
"291",2012,2012-03-16,87,"Notre Dame",FALSE,2752,"Xavier",TRUE
"292",2012,2012-03-16,218,"Temple",FALSE,58,"South Florida",TRUE
"293",2012,2012-03-16,127,"Michigan St",TRUE,112358,"Long Island",FALSE
"294",2012,2012-03-16,2608,"Saint Mary's",FALSE,2509,"Purdue",TRUE
"295",2012,2012-03-16,130,"Michigan",FALSE,195,"Ohio",TRUE
"296",2012,2012-03-16,150,"Duke",FALSE,2329,"Lehigh",TRUE
"297",2012,2012-03-16,235,"Memphis",FALSE,139,"Saint Louis",TRUE
"298",2012,2012-03-16,142,"Missouri",FALSE,2450,"Norfolk St",TRUE
"299",2012,2012-03-16,153,"North Carolina",TRUE,261,"Vermont",FALSE
"300",2012,2012-03-16,46,"Georgetown",TRUE,2057,"Belmont",FALSE
"301",2012,2012-03-16,52,"Florida St",TRUE,179,"St Bonaventure",FALSE
"302",2012,2012-03-16,57,"Florida",TRUE,258,"Virginia",FALSE
"303",2012,2012-03-16,156,"Creighton",TRUE,333,"Alabama",FALSE
"304",2012,2012-03-16,21,"San Diego St",FALSE,152,"NC State",TRUE
"305",2012,2012-03-16,2132,"Cincinnati",TRUE,251,"Texas",FALSE
"306",2012,2012-03-15,2439,"UNLV",FALSE,38,"Colorado",TRUE
"307",2012,2012-03-15,194,"Ohio State",TRUE,2352,"Loyola MD",FALSE
"308",2012,2012-03-15,84,"Indiana",TRUE,166,"New Mexico St",FALSE
"309",2012,2012-03-15,66,"Iowa State",TRUE,41,"UConn",FALSE
"310",2012,2012-03-15,239,"Baylor",TRUE,2571,"S Dakota St",FALSE
"311",2012,2012-03-15,2250,"Gonzaga",TRUE,277,"West Virginia",FALSE
"312",2012,2012-03-15,2724,"Wichita St",FALSE,2670,"VCU",TRUE
"313",2012,2012-03-15,96,"Kentucky",TRUE,98,"Western KY",FALSE
"314",2012,2012-03-15,238,"Vanderbilt",TRUE,108,"Harvard",FALSE
"315",2012,2012-03-15,167,"New Mexico",TRUE,299,"Long Beach St",FALSE
"316",2012,2012-03-15,183,"Syracuse",TRUE,2427,"UNC Asheville",FALSE
"317",2012,2012-03-15,269,"Marquette",TRUE,252,"BYU",FALSE
