
"UC Santa Barbara",108.47466428185,95.242092767134,0.81699034717055,18–1,18,19,53.8,47.6,34.4,25.6,16.7,20.6,30.1,22.1,66.3,54.6,46.1,34.8,33.8,7.1,6.1,57.3,44.1,32.1,31.7,66.1,,,,2021,,,,1.3744201738492,76.3,76
"Arkansas Pine Bluff",90.206336389651,115.62006174475,0.054453659244898,3–13,3,16,45.6,51,40.7,38.4,21.8,20.6,28.1,31.8,68.4,45.2,48.5,31.1,37.5,10.8,8.4,47.5,58.3,29.2,32,66.8,,,,2021,,,,-12.133513272753,72.3,67.1
Toledo,115.61624586118,103.60325971477,0.77930802181803,14–5,14,19,56.3,48.6,26.7,22.8,14.3,17,28.1,32.5,71.3,56.6,50.5,37.3,30.5,7.2,5.9,52.5,44.5,45.2,41.7,70.4,,,,2021,,,,-1.3633688965532,78,73.8
Indiana,107.88381663367,95.878307698359,0.79522509230697,6–11,6,17,46.4,50.2,41.8,35.1,16.6,16.1,26.6,27.4,66.2,46.2,49,31.2,34.8,8.1,10.8,58.2,50.1,32.4,37.6,66.4,,,,2021,,,,-1.3895652377094,65.8,74
Louisiana,102.61070809617,106.95717828345,0.38293905313548,11–8,11,19,50.7,48.5,29.7,31.3,19.5,16.5,33.8,29,69.7,47.5,47.1,38.3,34.5,10,8.4,45.6,54.8,32.6,30.6,71.1,,,,2021,,,,-6.0183635151502,71.2,75.8
"Central Michigan",97.830410458062,111.18431559236,0.18671939246053,2–12,2,14,48,54.3,36.3,26.1,18.2,16.5,25.5,32,74,49.1,54.6,30.5,35.9,8.5,9.3,36.6,51.3,33.2,39.1,73.4,,,,2021,,,,-8.8800642360615,68.5,79.8
"Wright St.",108.96431766422,97.659688634039,0.77895954440124,12–5,12,17,54,45.9,35.6,21.5,17.7,16.6,36.6,25.1,71.3,52.8,45.4,37.6,31.3,8.3,3.8,53.2,42.8,34.2,32.9,71.4,,,,2021,,,,-3.609639589985,74.1,70.3
"UC Irvine",97.920691904185,93.018124408979,0.6435212759618,13–5,13,18,47.3,44.9,32,24.6,17.9,18.8,30.5,24.1,67.8,46.6,41.8,32.9,33.1,13,4.8,41.1,53.6,24.1,39.6,68,,,,2021,,,,-2.3331892587826,76.1,70.4
Furman,106.62324290842,100.28510066842,0.66924460079039,9–6,9,15,55.2,52.3,20.3,27.1,17.4,19.9,26.9,25.3,68.9,60,52.9,33.3,34.3,9.8,8.5,54.2,48.7,47.7,39.2,68.1,,,,2021,,,,-3.5329513972648,70.1,70.3
UAB,102.59148284869,95.922428961369,0.68416376022289,14–6,14,20,47.7,50.4,28.2,26.6,15.6,23.1,29.2,24.6,66.3,47.8,47.9,31.7,36.5,10.8,8.9,43.3,50.8,27.5,36,66.8,,,,2021,,,,-2.1376455289365,69.4,72.2
