"","season","team_id","team_name"
"882",2015,2057,"Belmont"
"883",2015,84,"Indiana"
"884",2015,2084,"Buffalo"
"885",2015,2751,"Wyoming"
"886",2015,61,"Georgia"
"887",2015,166,"New Mexico St"
"888",2015,331,"E Washington"
"889",2015,2261,"Hampton"
"890",2015,2747,"Wofford"
"891",2015,99,"LSU"
"892",2015,2617,"SF Austin"
"893",2015,108,"Harvard"
"894",2015,2509,"Purdue"
"895",2015,322,"Lafayette"
"896",2015,251,"Texas"
"897",2015,2640,"Texas Southern"
"898",2015,111,"Northeastern"
"899",2015,252,"BYU"
"900",2016,2250,"Gonzaga"
"901",2016,2460,"Northern Iowa"
"902",2016,62,"Hawai'i"
"903",2016,2393,"MTSU"
"904",2016,2670,"VCU"
"905",2016,2617,"SF Austin"
"906",2016,2507,"Providence"
"907",2016,41,"UConn"
"908",2016,2086,"Butler"
"909",2016,2031,"Little Rock"
"910",2016,43,"Yale"
"911",2016,2724,"Wichita St"
"912",2016,2132,"Cincinnati"
"913",2016,2692,"Weber St"
"914",2016,107,"Holy Cross"
"915",2016,2739,"Green Bay"
"916",2016,221,"Pitt"
"917",2016,2571,"S Dakota St"
"918",2016,2934,"Bakersfield"
"919",2016,218,"Temple"
"920",2016,2427,"UNC Asheville"
"921",2016,2619,"Stony Brook"
"922",2016,278,"Fresno St"
"923",2016,236,"Chattanooga"
"924",2016,2084,"Buffalo"
"925",2016,2046,"Austin Peay"
"926",2016,2261,"Hampton"
"927",2016,314,"Iona"
"928",2016,350,"UNC Wilmington"
"929",2016,202,"Tulsa"
"930",2016,161,"Fair Dickinson"
"931",2017,2752,"Xavier"
"932",2017,30,"USC"
"933",2017,227,"Rhode Island"
"934",2017,127,"Michigan St"
"935",2017,2724,"Wichita St"
"936",2017,2393,"MTSU"
"937",2017,2309,"Kent State"
"938",2017,94,"N Kentucky"
"939",2017,269,"Marquette"
"940",2017,2306,"Kansas St"
"941",2017,2653,"Troy"
"942",2017,2640,"Texas Southern"
"943",2017,55,"J'Ville St"
"944",2017,314,"Iona"
"945",2017,2550,"Seton Hall"
"946",2017,166,"New Mexico St"
"947",2017,197,"Oklahoma St"
"948",2017,155,"North Dakota"
"949",2017,2440,"Nevada"
"950",2017,259,"Virginia Tech"
"951",2017,526,"FGCU"
"952",2017,261,"Vermont"
"953",2017,2670,"VCU"
"954",2017,116,"Mount St Mary"
"955",2017,238,"Vanderbilt"
"956",2017,2193,"ETSU"
"957",2017,2083,"Bucknell"
"958",2017,2571,"S Dakota St"
"959",2017,2737,"Winthrop"
"960",2017,350,"UNC Wilmington"
"961",2017,163,"Princeton"
"962",2017,2428,"NC Central"
"963",2018,2350,"Loyola Chicago"
"964",2018,52,"Florida St"
"965",2018,183,"Syracuse"
"966",2018,276,"Marshall"
"967",2018,2378,"UMBC"
"968",2018,2086,"Butler"
"969",2018,2084,"Buffalo"
"970",2018,333,"Alabama"
"971",2018,166,"New Mexico St"
"972",2018,2640,"Texas Southern"
"973",2018,232,"Charleston"
"974",2018,2083,"Bucknell"
"975",2018,251,"Texas"
"976",2018,93,"Murray St"
"977",2018,288,"Lipscomb"
"978",2018,2247,"Georgia St"
"979",2018,2239,"Fullerton"
"980",2018,2507,"Providence"
"981",2018,149,"Montana"
"982",2018,179,"St Bonaventure"
"983",2018,21,"San Diego St"
"984",2018,2617,"SF Austin"
"985",2018,2166,"Davidson"
"986",2018,152,"NC State"
"987",2018,2571,"S Dakota St"
"988",2018,314,"Iona"
"989",2018,219,"Penn"
"990",2018,2430,"UNC Greensboro"
"991",2018,2750,"Wright St"
"992",2018,201,"Oklahoma"
"993",2018,112358,"Long Island"
"994",2019,300,"UC Irvine"
"995",2019,194,"Ohio State"
"996",2019,201,"Oklahoma"
"997",2019,2335,"Liberty"
"998",2019,2116,"UCF"
"999",2019,264,"Washington"
"1000",2019,2294,"Iowa"
"1001",2019,135,"Minnesota"
"1002",2019,239,"Baylor"
"1003",2019,93,"Murray St"
"1004",2019,57,"Florida"
"1005",2019,139,"Saint Louis"
"1006",2019,314,"Iona"
"1007",2019,2247,"Georgia St"
"1008",2019,2241,"Gardner-Webb"
"1009",2019,2142,"Colgate"
"1010",2019,94,"N Kentucky"
"1011",2019,295,"Old Dominion"
"1012",2019,149,"Montana"
"1013",2019,2550,"Seton Hall"
"1014",2019,2608,"Saint Mary's"
"1015",2019,161,"Fair Dickinson"
"1016",2019,2000,"Abilene Chrstn"
"1017",2019,111,"Northeastern"
"1018",2019,71,"Bradley"
"1019",2019,261,"Vermont"
"1020",2019,166,"New Mexico St"
"1021",2019,43,"Yale"
"1022",2019,2599,"St John's"
"1023",2019,2428,"NC Central"
"1024",2019,218,"Temple"
"1025",2021,204,"Oregon St"
"1026",2021,2483,"Oregon"
"1027",2021,183,"Syracuse"
"1028",2021,198,"Oral Roberts"
"1029",2021,120,"Maryland"
"1030",2021,195,"Ohio"
"1031",2021,2000,"Abilene Chrstn"
"1032",2021,249,"North Texas"
"1033",2021,164,"Rutgers"
"1034",2021,275,"Wisconsin"
"1035",2021,142,"Missouri"
"1036",2021,2253,"Grand Canyon"
"1037",2021,2181,"Drake"
"1038",2021,314,"Iona"
"1039",2021,2540,"UCSB"
"1040",2021,2640,"Texas Southern"
"1041",2021,179,"St Bonaventure"
"1042",2021,331,"E Washington"
"1043",2021,2430,"UNC Greensboro"
"1044",2021,46,"Georgetown"
"1045",2021,2413,"Morehead St"
"1046",2021,2737,"Winthrop"
"1047",2021,325,"Cleveland St"
"1048",2021,2335,"Liberty"
"1049",2021,59,"Georgia Tech"
"1050",2021,42,"Hartford"
"1051",2021,328,"Utah State"
"1052",2021,2182,"Drexel"
"1053",2021,2142,"Colgate"
"1054",2021,259,"Virginia Tech"
"1055",2021,2026,"Appalachian St"
"1056",2022,2612,"Saint Peter's"
"1057",2022,66,"Iowa State"
"1058",2022,130,"Michigan"
"1059",2022,2628,"TCU"
"1060",2022,87,"Notre Dame"
"1061",2022,235,"Memphis"
"1062",2022,166,"New Mexico St"
"1063",2022,257,"Richmond"
"1064",2022,156,"Creighton"
"1065",2022,2142,"Colgate"
"1066",2022,5,"UAB"
"1067",2022,2166,"Davidson"
"1068",2022,2239,"Fullerton"
"1069",2022,236,"Chattanooga"
"1070",2022,259,"Virginia Tech"
"1071",2022,48,"Delaware"
"1072",2022,43,"Yale"
"1073",2022,147,"Montana St"
"1074",2022,55,"J'Ville St"
"1075",2022,2350,"Loyola Chicago"
"1076",2022,2539,"San Francisco"
"1077",2022,2006,"Akron"
"1078",2022,261,"Vermont"
"1079",2022,84,"Indiana"
"1080",2022,269,"Marquette"
"1081",2022,2247,"Georgia St"
"1082",2022,2344,"Longwood"
"1083",2022,2450,"Norfolk St"
"1084",2022,2571,"S Dakota St"
"1085",2022,2803,"Bryant"
"1086",2022,357,"Texas A&M-CC"
"1087",2023,163,"Princeton"
"1088",2023,161,"Fair Dickinson"
"1089",2023,221,"Pitt"
"1090",2023,213,"Penn State"
"1091",2023,2,"Auburn"
"1092",2023,231,"Furman"
"1093",2023,2309,"Kent State"
"1094",2023,147,"Montana St"
"1095",2023,2181,"Drake"
"1096",2023,2253,"Grand Canyon"
"1097",2023,2507,"Providence"
"1098",2023,314,"Iona"
"1099",2023,152,"NC State"
"1100",2023,261,"Vermont"
"1101",2023,2670,"VCU"
"1102",2023,2540,"Santa Barbara"
"1103",2023,338,"Kennesaw St"
"1104",2023,30,"USC"
"1105",2023,2427,"UNC Asheville"
"1106",2023,309,"Louisiana"
"1107",2023,94,"N Kentucky"
"1108",2023,2142,"Colgate"
"1109",2023,68,"Boise St"
"1110",2023,198,"Oral Roberts"
"1111",2023,356,"Illinois"
"1112",2023,232,"Charleston"
"1113",2023,47,"Howard"
"1114",2023,328,"Utah State"
"1115",2023,277,"West Virginia"
"1116",2023,2440,"Nevada"
"1117",2023,2546,"SE Missouri"
"1118",2024,43,"Yale"
"1119",2024,245,"Texas A&M"
"1120",2024,77,"Northwestern"
"1121",2024,2253,"Grand Canyon"
"1122",2024,256,"James Madison"
"1123",2024,38,"Colorado"
"1124",2024,2483,"Oregon"
"1125",2024,2184,"Duquesne"
"1126",2024,2473,"Oakland"
"1127",2024,127,"Michigan St"
"1128",2024,2628,"TCU"
"1129",2024,2344,"Longwood"
"1130",2024,232,"Charleston"
"1131",2024,2755,"Grambling"
"1132",2024,261,"Vermont"
"1133",2024,56,"Stetson"
"1134",2024,167,"New Mexico"
"1135",2024,98,"Western KY"
"1136",2024,5,"UAB"
"1137",2024,2142,"Colgate"
"1138",2024,2535,"Samford"
"1139",2024,2181,"Drake"
"1140",2024,2612,"Saint Peter's"
"1141",2024,2377,"McNeese"
"1142",2024,2571,"S Dakota St"
"1143",2024,36,"Colorado St"
"1144",2024,2440,"Nevada"
"1145",2024,2413,"Morehead St"
"1146",2024,2681,"Wagner"
"1147",2024,299,"Long Beach St"
"1148",2024,2006,"Akron"
"1149",2025,8,"Arkansas"
"1150",2025,167,"New Mexico"
"1151",2025,36,"Colorado St"
"1152",2025,239,"Baylor"
"1153",2025,156,"Creighton"
"1154",2025,2181,"Drake"
"1155",2025,2377,"McNeese"
"1156",2025,2335,"Liberty"
"1157",2025,2803,"Bryant"
"1158",2025,2752,"Xavier"
"1159",2025,201,"Oklahoma"
"1160",2025,2006,"Akron"
"1161",2025,2653,"Troy"
"1162",2025,2450,"Norfolk St"
"1163",2025,2253,"Grand Canyon"
"1164",2025,153,"North Carolina"
"1165",2025,238,"Vanderbilt"
"1166",2025,116,"Mount St Marys"
"1167",2025,288,"Lipscomb"
"1168",2025,2523,"Robert Morris"
"1169",2025,350,"UNC Wilmington"
"1170",2025,28,"UC San Diego"
"1171",2025,2437,"Omaha"
"1172",2025,328,"Utah State"
"1173",2025,43,"Yale"
"1174",2025,2747,"Wofford"
"1175",2025,61,"Georgia"
"1176",2025,2670,"VCU"
"1177",2025,2565,"SIUE"
"1178",2025,149,"Montana"
"1179",2025,2272,"High Point"
"1180",2025,2598,"Saint Francis"
"1181",2026,-2,"TBD"
"1182",2026,142,"Missouri"
"1183",2026,231,"Furman"
"1184",2026,2856,"CA Baptist"
"1185",2026,2511,"Queens"
"1186",2026,2116,"UCF"
"1187",2026,2460,"Northern Iowa"
"1188",2026,2294,"Iowa"
"1189",2026,328,"Utah State"
"1190",2026,2275,"Hofstra"
"1191",2026,2634,"Tennessee St"
"1192",2026,2750,"Wright St"
"1193",2026,112358,"Long Island"
"1194",2026,2006,"Akron"
"1195",2026,2541,"Santa Clara"
"1196",2026,70,"Idaho"
"1197",2026,338,"Kennesaw St"
"1198",2026,139,"Saint Louis"
"1199",2026,219,"Penn"
"1200",2026,245,"Texas A&M"
"1201",2026,251,"Texas"
"1202",2026,2670,"VCU"
"1203",2026,62,"Hawai'i"
"1204",2026,2449,"N Dakota St"
"1205",2026,2377,"McNeese"
"1206",2026,2561,"Siena"
"1207",2026,2272,"High Point"
"1208",2026,58,"South Florida"
"1209",2026,2653,"Troy"
"1210",2026,2628,"TCU"
"1211",2026,193,"Miami OH"
"1212",2026,2504,"Prairie View"
"1213",2026,2378,"UMBC"
